id,name,account_id,project_id,environment_id,created_at,updated_at,layer,source,modulo,subject_area,model,execute_steps,settings
669343,AGOS_L1_O_CAR_CRLOGMEC [[AGOS_L1_O_CAR_CRLOGMEC]],702,12990,58598,2026-06-09 14:13:35.337404+00:00,2026-06-30 09:42:05.917987+00:00,L1,OCS,CAR,,CRLOGMEC,"[""dbt build --select +crlogmec""]","{""threads"": 2, ""target_name"": ""default""}"
669344,AGOS_L1_O_CMN_CCPLOTUTE [[AGOS_L1_O_CMN_CCPLOTUTE]],702,12990,58598,2026-06-09 14:13:35.533358+00:00,2026-07-24 12:57:47.929755+00:00,L1,OCS,XCM,,CCPLOTUTE,"[""dbt build --select +ccplotute""]","{""threads"": 2, ""target_name"": ""default""}"
669345,AGOS_L1_O_CQS_CQCTFASSRL [[AGOS_L1_O_CQS_CQCTFASSRL]],702,12990,58598,2026-06-09 14:13:35.760376+00:00,2026-06-30 09:37:07.060632+00:00,L1,OCS,CQS,,CQCTFASSRL,"[""dbt build --select +cqctfassrl""]","{""threads"": 2, ""target_name"": ""default""}"
669346,AGOS_L1_O_PRV_CCRAMARA [[AGOS_L1_O_PRV_CCRAMARA]],702,12990,58598,2026-06-09 14:13:35.985999+00:00,2026-06-30 09:37:44.540493+00:00,L1,OCS,PRV,,CCRAMARA,"[""dbt build --select +ccramara""]","{""threads"": 2, ""target_name"": ""default""}"
669347,AGOS_L1_E_FEA_TBLESTRATTICONTOPASSIVI [[AGOS_L1_E_FEA_TBLESTRATTICONTOPASSIVI]],702,12990,58598,2026-06-09 14:13:36.194902+00:00,2026-06-30 09:39:25.123929+00:00,L1,FEA,,,TBLESTRATTICONTOPASSIVI,"[""dbt build --select +tblestratticontopassivi""]","{""threads"": 2, ""target_name"": ""default""}"
669348,AGOS_L1_O_PRV_CCFATPRVAD [[AGOS_L1_O_PRV_CCFATPRVAD]],702,12990,58598,2026-06-09 14:13:36.453429+00:00,2026-07-24 12:58:04.761840+00:00,L1,OCS,XPR,,CCFATPRVAD,"[""dbt build --select +ccfatprvad""]","{""threads"": 2, ""target_name"": ""default""}"
669349,AGOS_L1_O_RIS_MRTRFLAT [[AGOS_L1_O_RIS_MRTRFLAT]],702,12990,58598,2026-06-09 14:13:36.666867+00:00,2026-06-30 09:40:10.059557+00:00,L1,OCS,RIS,,MRTRFLAT,"[""dbt build --select +mrtrflat""]","{""threads"": 2, ""target_name"": ""default""}"
669350,AGOS_L1_E_FEA_TBLQUESTIONARICONTRAENTIDETTAGLIO [[AGOS_L1_E_FEA_TBLQUESTIONARICONTRAENTIDETTAGLIO]],702,12990,58598,2026-06-09 14:13:36.884276+00:00,2026-06-30 09:40:34.081102+00:00,L1,FEA,,,TBLQUESTIONARICONTRAENTIDETTAGLIO,"[""dbt build --select +tblquestionaricontraentidettaglio""]","{""threads"": 2, ""target_name"": ""default""}"
669351,AGOS_L1_O_CON_PLCGDCON [[AGOS_L1_O_CON_PLCGDCON]],702,12990,58598,2026-06-09 14:13:37.068882+00:00,2026-06-30 09:42:06.146806+00:00,L1,OCS,CON,,PLCGDCON,"[""dbt build --select +plcgdcon""]","{""threads"": 2, ""target_name"": ""default""}"
669352,AGOS_L1_O_AIN_AICTFPT [[AGOS_L1_O_AIN_AICTFPT]],702,12990,58598,2026-06-09 14:13:37.269381+00:00,2026-06-30 09:33:13.754335+00:00,L1,OCS,AIN,,AICTFPT,"[""dbt build --select +aictfpt""]","{""threads"": 2, ""target_name"": ""default""}"
669353,AGOS_L1_O_FMP_OXANF2RI [[AGOS_L1_O_FMP_OXANF2RI]],702,12990,58598,2026-06-09 14:13:37.467983+00:00,2026-06-30 09:37:10.242733+00:00,L1,OCS,FMP,,OXANF2RI,"[""dbt build --select +oxanf2ri""]","{""threads"": 2, ""target_name"": ""default""}"
669354,AGOS_L1_O_INT_CCINTTMA [[AGOS_L1_O_INT_CCINTTMA]],702,12990,58598,2026-06-09 14:13:37.698543+00:00,2026-07-24 12:55:13.720710+00:00,L1,OCS,XIN,,CCINTTMA,"[""dbt build --select +ccinttma""]","{""threads"": 2, ""target_name"": ""default""}"
669355,AGOS_L1_O_CMN_CNGSFGSFG [[AGOS_L1_O_CMN_CNGSFGSFG]],702,12990,58598,2026-06-09 14:13:37.886588+00:00,2026-07-24 12:58:04.983975+00:00,L1,OCS,XCM,,CNGSFGSFG,"[""dbt build --select +cngsfgsfg""]","{""threads"": 2, ""target_name"": ""default""}"
669356,AGOS_L1_O_CMN_CNGSFLPD [[AGOS_L1_O_CMN_CNGSFLPD]],702,12990,58598,2026-06-09 14:13:38.109561+00:00,2026-06-30 09:33:39.463365+00:00,L1,OCS,CMN,,CNGSFLPD,"[""dbt build --select +cngsflpd""]","{""threads"": 2, ""target_name"": ""default""}"
669357,AGOS_L1_O_CQS_QSPRA [[AGOS_L1_O_CQS_QSPRA]],702,12990,58598,2026-06-09 14:13:38.338770+00:00,2026-06-30 09:40:19.092625+00:00,L1,OCS,CQS,,QSPRA,"[""dbt build --select +qspra""]","{""threads"": 2, ""target_name"": ""default""}"
669358,AGOS_L1_O_WFL_WFISFOSN [[AGOS_L1_O_WFL_WFISFOSN]],702,12990,58598,2026-06-09 14:13:38.568453+00:00,2026-06-30 09:38:39.595826+00:00,L1,OCS,WFL,,WFISFOSN,"[""dbt build --select +wfisfosn""]","{""threads"": 2, ""target_name"": ""default""}"
669359,AGOS_L1_O_CMN_CNGSFGCDC [[AGOS_L1_O_CMN_CNGSFGCDC]],702,12990,58598,2026-06-09 14:13:38.810730+00:00,2026-06-30 09:41:04.845265+00:00,L1,OCS,CMN,,CNGSFGCDC,"[""dbt build --select +cngsfgcdc""]","{""threads"": 2, ""target_name"": ""default""}"
669360,AGOS_L1_O_RIS_YQCRFECP [[AGOS_L1_O_RIS_YQCRFECP]],702,12990,58598,2026-06-09 14:13:39.037936+00:00,2026-06-30 09:40:07.820732+00:00,L1,OCS,RIS,,YQCRFECP,"[""dbt build --select +yqcrfecp""]","{""threads"": 2, ""target_name"": ""default""}"
669361,AGOS_L1_O_VIG_CCBITGPRE [[AGOS_L1_O_VIG_CCBITGPRE]],702,12990,58598,2026-06-09 14:13:39.282017+00:00,2026-07-24 12:55:26.301110+00:00,L1,OCS,XVI,,CCBITGPRE,"[""dbt build --select +ccbitgpre""]","{""threads"": 2, ""target_name"": ""default""}"
669362,AGOS_L1_O_CQS_CQPSFDAPE [[AGOS_L1_O_CQS_CQPSFDAPE]],702,12990,58598,2026-06-09 14:13:39.614473+00:00,2026-06-30 09:38:33.048478+00:00,L1,OCS,CQS,,CQPSFDAPE,"[""dbt build --select +cqpsfdape""]","{""threads"": 2, ""target_name"": ""default""}"
669363,AGOS_L1_O_ANA_CCAZIE [[AGOS_L1_O_ANA_CCAZIE]],702,12990,58598,2026-06-09 14:13:39.801289+00:00,2026-07-24 12:56:35.789335+00:00,L1,OCS,XAN,,CCAZIE,"[""dbt build --select +ccazie""]","{""threads"": 2, ""target_name"": ""default""}"
669364,AGOS_L1_O_RIS_MRCPFLIN [[AGOS_L1_O_RIS_MRCPFLIN]],702,12990,58598,2026-06-09 14:13:39.988543+00:00,2026-06-30 09:37:53.450438+00:00,L1,OCS,RIS,,MRCPFLIN,"[""dbt build --select +mrcpflin""]","{""threads"": 2, ""target_name"": ""default""}"
669365,AGOS_L1_O_CAR_ROTBFCAU [[AGOS_L1_O_CAR_ROTBFCAU]],702,12990,58598,2026-06-09 14:13:40.205416+00:00,2026-07-24 12:57:05.184088+00:00,L1,OCS,XCA,,ROTBFCAU,"[""dbt build --select +rotbfcau""]","{""threads"": 2, ""target_name"": ""default""}"
669366,AGOS_L1_O_REC_REOIFSTLO [[AGOS_L1_O_REC_REOIFSTLO]],702,12990,58598,2026-06-09 14:13:40.397141+00:00,2026-07-24 12:59:50.859238+00:00,L1,OCS,XRE,,REOIFSTLO,"[""dbt build --select +reoifstlo""]","{""threads"": 2, ""target_name"": ""default""}"
669367,AGOS_L1_O_CMN_CNGSFGRIT [[AGOS_L1_O_CMN_CNGSFGRIT]],702,12990,58598,2026-06-09 14:13:40.576170+00:00,2026-07-24 12:59:34.555763+00:00,L1,OCS,XCM,,CNGSFGRIT,"[""dbt build --select +cngsfgrit""]","{""threads"": 2, ""target_name"": ""default""}"
669368,AGOS_L1_E_BSN_AGOS_EXTRA [[AGOS_L1_E_BSN_AGOS_EXTRA]],702,12990,58598,2026-06-09 14:13:40.757301+00:00,2026-06-30 09:42:20.227451+00:00,L1,BSN,,,AGOS_EXTRA,"[""dbt build --select +agos_extra""]","{""threads"": 2, ""target_name"": ""default""}"
669369,AGOS_L1_O_INT_CCANAINVE [[AGOS_L1_O_INT_CCANAINVE]],702,12990,58598,2026-06-09 14:13:40.982178+00:00,2026-07-24 12:56:21.052129+00:00,L1,OCS,XIN,,CCANAINVE,"[""dbt build --select +ccanainve""]","{""threads"": 2, ""target_name"": ""default""}"
669370,AGOS_L2_ONBOARDING_WFL_FASE [[AGOS_L2_ONBOARDING_WFL_FASE]],702,12990,58598,2026-06-09 14:13:41.281388+00:00,2026-06-30 09:37:11.322071+00:00,L2,,,ONBOARDING,WFL_FASE,"[""dbt build --select wfl_fase""]","{""threads"": 2, ""target_name"": ""default""}"
669371,AGOS_L1_O_FMP_CCTABPVE [[AGOS_L1_O_FMP_CCTABPVE]],702,12990,58598,2026-06-09 14:13:41.486192+00:00,2026-07-24 12:57:25.942350+00:00,L1,OCS,XFM,,CCTABPVE,"[""dbt build --select +cctabpve""]","{""threads"": 2, ""target_name"": ""default""}"
669372,AGOS_L1_O_CMN_OXSOFTPA [[AGOS_L1_O_CMN_OXSOFTPA]],702,12990,58598,2026-06-09 14:13:41.680630+00:00,2026-07-24 12:59:17.769276+00:00,L1,OCS,XCM,,OXSOFTPA,"[""dbt build --select +oxsoftpa""]","{""threads"": 2, ""target_name"": ""default""}"
669373,AGOS_L1_O_FMP_OXCTFLBOL [[AGOS_L1_O_FMP_OXCTFLBOL]],702,12990,58598,2026-06-09 14:13:41.877491+00:00,2026-07-24 12:55:26.553010+00:00,L1,OCS,XFM,,OXCTFLBOL,"[""dbt build --select +oxctflbol""]","{""threads"": 2, ""target_name"": ""default""}"
669374,AGOS_L1_O_CRM_PCATFATTD [[AGOS_L1_O_CRM_PCATFATTD]],702,12990,58598,2026-06-09 14:13:42.083269+00:00,2026-07-24 12:59:00.301934+00:00,L1,OCS,XCR,,PCATFATTD,"[""dbt build --select +pcatfattd""]","{""threads"": 2, ""target_name"": ""default""}"
669375,AGOS_L1_O_FMP_OXTRFTRU [[AGOS_L1_O_FMP_OXTRFTRU]],702,12990,58598,2026-06-09 14:13:42.323238+00:00,2026-07-24 12:59:29.627294+00:00,L1,OCS,XFM,,OXTRFTRU,"[""dbt build --select +oxtrftru""]","{""threads"": 2, ""target_name"": ""default""}"
669376,AGOS_L1_O_CMN_CNGSFLET [[AGOS_L1_O_CMN_CNGSFLET]],702,12990,58598,2026-06-09 14:13:42.630983+00:00,2026-06-30 09:40:58.978834+00:00,L1,OCS,CMN,,CNGSFLET,"[""dbt build --select +cngsflet""]","{""threads"": 2, ""target_name"": ""default""}"
669377,AGOS_L1_O_FMP_OXCTFDAC [[AGOS_L1_O_FMP_OXCTFDAC]],702,12990,58598,2026-06-09 14:13:42.796845+00:00,2026-06-30 09:34:47.310633+00:00,L1,OCS,FMP,,OXCTFDAC,"[""dbt build --select +oxctfdac""]","{""threads"": 2, ""target_name"": ""default""}"
669378,AGOS_L1_O_FMP_OXANFTMI [[AGOS_L1_O_FMP_OXANFTMI]],702,12990,58598,2026-06-09 14:13:43.025806+00:00,2026-06-30 09:37:50.408334+00:00,L1,OCS,FMP,,OXANFTMI,"[""dbt build --select +oxanftmi""]","{""threads"": 2, ""target_name"": ""default""}"
669379,AGOS_L1_O_FMP_OXCIFTSE [[AGOS_L1_O_FMP_OXCIFTSE]],702,12990,58598,2026-06-09 14:13:43.250164+00:00,2026-07-24 12:55:15.758588+00:00,L1,OCS,XFM,,OXCIFTSE,"[""dbt build --select +oxciftse""]","{""threads"": 2, ""target_name"": ""default""}"
669380,AGOS_L1_O_WFL_WFISFSF [[AGOS_L1_O_WFL_WFISFSF]],702,12990,58598,2026-06-09 14:13:43.415764+00:00,2026-06-30 09:42:29.287528+00:00,L1,OCS,WFL,,WFISFSF,"[""dbt build --select +wfisfsf""]","{""threads"": 2, ""target_name"": ""default""}"
669381,AGOS_L1_O_CAR_CCPSVDMPG [[AGOS_L1_O_CAR_CCPSVDMPG]],702,12990,58598,2026-06-09 14:13:43.616289+00:00,2026-07-24 12:55:58.848545+00:00,L1,OCS,XCA,,CCPSVDMPG,"[""dbt build --select +ccpsvdmpg""]","{""threads"": 2, ""target_name"": ""default""}"
669382,AGOS_L1_O_CMN_CNDCFMAU [[AGOS_L1_O_CMN_CNDCFMAU]],702,12990,58598,2026-06-09 14:13:43.888167+00:00,2026-06-30 09:35:43.287848+00:00,L1,OCS,CMN,,CNDCFMAU,"[""dbt build --select +cndcfmau""]","{""threads"": 2, ""target_name"": ""default""}"
669383,AGOS_L2_RISCHI_ADEMPIMENTI_INDICE_RISCHIO_M [[AGOS_L2_RISCHI_ADEMPIMENTI_INDICE_RISCHIO_M]],702,12990,58598,2026-06-09 14:13:44.096354+00:00,2026-06-30 09:34:45.860052+00:00,L2,,,RISCHI_ADEMPIMENTI,INDICE_RISCHIO_M,"[""dbt build --select indice_rischio_m""]","{""threads"": 2, ""target_name"": ""default""}"
669384,AGOS_L1_O_WFL_WFISFTPC [[AGOS_L1_O_WFL_WFISFTPC]],702,12990,58598,2026-06-09 14:13:44.372392+00:00,2026-07-24 12:56:38.841672+00:00,L1,OCS,XWF,,WFISFTPC,"[""dbt build --select +wfisftpc""]","{""threads"": 2, ""target_name"": ""default""}"
669385,AGOS_L1_O_CAR_CRCCPDET [[AGOS_L1_O_CAR_CRCCPDET]],702,12990,58598,2026-06-09 14:13:44.592994+00:00,2026-06-30 09:35:44.045506+00:00,L1,OCS,CAR,,CRCCPDET,"[""dbt build --select +crccpdet""]","{""threads"": 2, ""target_name"": ""default""}"
669386,AGOS_L1_O_WFL_WFISFATM [[AGOS_L1_O_WFL_WFISFATM]],702,12990,58598,2026-06-09 14:13:44.771717+00:00,2026-06-30 09:42:09.165144+00:00,L1,OCS,WFL,,WFISFATM,"[""dbt build --select +wfisfatm""]","{""threads"": 2, ""target_name"": ""default""}"
669387,AGOS_L1_O_ANT_CCRICTDV [[AGOS_L1_O_ANT_CCRICTDV]],702,12990,58598,2026-06-09 14:13:44.950010+00:00,2026-06-30 09:38:23.552504+00:00,L1,OCS,ANT,,CCRICTDV,"[""dbt build --select +ccrictdv""]","{""threads"": 2, ""target_name"": ""default""}"
669388,AGOS_L1_O_ANA_CCANVYSG [[AGOS_L1_O_ANA_CCANVYSG]],702,12990,58598,2026-06-09 14:13:45.196974+00:00,2026-06-30 09:40:38.626366+00:00,L1,OCS,ANA,,CCANVYSG,"[""dbt build --select +ccanvysg""]","{""threads"": 2, ""target_name"": ""default""}"
669389,AGOS_L1_O_CAR_CRTABCTP [[AGOS_L1_O_CAR_CRTABCTP]],702,12990,58598,2026-06-09 14:13:45.359167+00:00,2026-07-24 12:59:03.890417+00:00,L1,OCS,XCA,,CRTABCTP,"[""dbt build --select +crtabctp""]","{""threads"": 2, ""target_name"": ""default""}"
669390,AGOS_L1_O_FMP_OXPSFDAPR [[AGOS_L1_O_FMP_OXPSFDAPR]],702,12990,58598,2026-06-09 14:13:45.560882+00:00,2026-07-24 12:59:01.367471+00:00,L1,OCS,XFM,,OXPSFDAPR,"[""dbt build --select +oxpsfdapr""]","{""threads"": 2, ""target_name"": ""default""}"
669391,AGOS_L1_O_EFF_GAEFBAN [[AGOS_L1_O_EFF_GAEFBAN]],702,12990,58598,2026-06-09 14:13:45.766835+00:00,2026-07-24 12:56:55.898737+00:00,L1,OCS,XEF,,GAEFBAN,"[""dbt build --select +gaefban""]","{""threads"": 2, ""target_name"": ""default""}"
669392,AGOS_L1_O_FMP_OXIBFIVN [[AGOS_L1_O_FMP_OXIBFIVN]],702,12990,58598,2026-06-09 14:13:45.965688+00:00,2026-06-30 09:35:23.880975+00:00,L1,OCS,FMP,,OXIBFIVN,"[""dbt build --select +oxibfivn""]","{""threads"": 2, ""target_name"": ""default""}"
669393,AGOS_L1_O_SDS_OXDRFLGDPR [[AGOS_L1_O_SDS_OXDRFLGDPR]],702,12990,58598,2026-06-09 14:13:46.171258+00:00,2026-07-24 12:59:49.869449+00:00,L1,OCS,XSD,,OXDRFLGDPR,"[""dbt build --select +oxdrflgdpr""]","{""threads"": 2, ""target_name"": ""default""}"
669394,AGOS_L1_O_FMP_OXCTFDAL [[AGOS_L1_O_FMP_OXCTFDAL]],702,12990,58598,2026-06-09 14:13:46.386339+00:00,2026-07-24 12:59:26.343970+00:00,L1,OCS,XFM,,OXCTFDAL,"[""dbt build --select +oxctfdal""]","{""threads"": 2, ""target_name"": ""default""}"
669395,AGOS_L1_O_CMN_CNGSFQAQB [[AGOS_L1_O_CMN_CNGSFQAQB]],702,12990,58598,2026-06-09 14:13:46.581685+00:00,2026-07-24 12:58:18.984465+00:00,L1,OCS,XCM,,CNGSFQAQB,"[""dbt build --select +cngsfqaqb""]","{""threads"": 2, ""target_name"": ""default""}"
669396,AGOS_L1_O_VIG_CCBITGUST [[AGOS_L1_O_VIG_CCBITGUST]],702,12990,58598,2026-06-09 14:13:46.727684+00:00,2026-06-30 09:41:33.144988+00:00,L1,OCS,VIG,,CCBITGUST,"[""dbt build --select +ccbitgust""]","{""threads"": 2, ""target_name"": ""default""}"
669397,AGOS_L1_O_CON_PLCHIDBTCF [[AGOS_L1_O_CON_PLCHIDBTCF]],702,12990,58598,2026-06-09 14:13:46.932751+00:00,2026-07-24 12:58:03.571189+00:00,L1,OCS,XCO,,PLCHIDBTCF,"[""dbt build --select +plchidbtcf""]","{""threads"": 2, ""target_name"": ""default""}"
669398,AGOS_L1_O_REC_RE2LOGINC [[AGOS_L1_O_REC_RE2LOGINC]],702,12990,58598,2026-06-09 14:13:47.114818+00:00,2026-07-24 12:56:27.441660+00:00,L1,OCS,XRE,,RE2LOGINC,"[""dbt build --select +re2loginc""]","{""threads"": 2, ""target_name"": ""default""}"
669399,AGOS_L1_O_SVC_NNFRCLASS [[AGOS_L1_O_SVC_NNFRCLASS]],702,12990,58598,2026-06-09 14:13:47.304829+00:00,2026-07-24 12:55:22.079484+00:00,L1,OCS,XSV,,NNFRCLASS,"[""dbt build --select +nnfrclass""]","{""threads"": 2, ""target_name"": ""default""}"
669400,AGOS_L1_O_ANA_CCRICENT [[AGOS_L1_O_ANA_CCRICENT]],702,12990,58598,2026-06-09 14:13:47.535433+00:00,2026-06-30 09:40:59.939793+00:00,L1,OCS,ANA,,CCRICENT,"[""dbt build --select +ccricent""]","{""threads"": 2, ""target_name"": ""default""}"
669401,AGOS_L1_O_REC_RE2INCRRET [[AGOS_L1_O_REC_RE2INCRRET]],702,12990,58598,2026-06-09 14:13:47.714886+00:00,2026-07-24 12:58:26.089868+00:00,L1,OCS,XRE,,RE2INCRRET,"[""dbt build --select +re2incrret""]","{""threads"": 2, ""target_name"": ""default""}"
669402,AGOS_L1_O_CQS_CQPSFDEAP [[AGOS_L1_O_CQS_CQPSFDEAP]],702,12990,58598,2026-06-09 14:13:47.937704+00:00,2026-06-30 09:38:22.679720+00:00,L1,OCS,CQS,,CQPSFDEAP,"[""dbt build --select +cqpsfdeap""]","{""threads"": 2, ""target_name"": ""default""}"
669403,AGOS_L2_ASSICURAZIONI_POLIZZE_STANDALONE [[AGOS_L2_ASSICURAZIONI_POLIZZE_STANDALONE]],702,12990,58598,2026-06-09 14:13:48.134871+00:00,2026-06-30 09:39:39.092501+00:00,L2,,,ASSICURAZIONI,POLIZZE_STANDALONE,"[""dbt build --select polizze_standalone""]","{""threads"": 2, ""target_name"": ""default""}"
669404,AGOS_L1_E_SAP_COLLECTION_INDIRETTI [[AGOS_L1_E_SAP_COLLECTION_INDIRETTI]],702,12990,58598,2026-06-09 14:13:48.295318+00:00,2026-06-30 09:34:28.619925+00:00,L1,SAP,,,COLLECTION_INDIRETTI,"[""dbt build --select +collection_indiretti""]","{""threads"": 2, ""target_name"": ""default""}"
669405,AGOS_L1_O_CAR_CRAINGEN [[AGOS_L1_O_CAR_CRAINGEN]],702,12990,58598,2026-06-09 14:13:48.455281+00:00,2026-06-30 09:40:33.837562+00:00,L1,OCS,CAR,,CRAINGEN,"[""dbt build --select +craingen""]","{""threads"": 2, ""target_name"": ""default""}"
669406,AGOS_L1_O_INT_CCINTIPD [[AGOS_L1_O_INT_CCINTIPD]],702,12990,58598,2026-06-09 14:13:48.652901+00:00,2026-06-30 09:40:46.397121+00:00,L1,OCS,INT,,CCINTIPD,"[""dbt build --select +ccintipd""]","{""threads"": 2, ""target_name"": ""default""}"
669407,AGOS_L1_O_VIG_VITBFFSAED [[AGOS_L1_O_VIG_VITBFFSAED]],702,12990,58598,2026-06-09 14:13:48.884229+00:00,2026-07-24 12:57:10.010659+00:00,L1,OCS,XVI,,VITBFFSAED,"[""dbt build --select +vitbffsaed""]","{""threads"": 2, ""target_name"": ""default""}"
669408,AGOS_L1_E_FEA_TBLTRACKINGPOST [[AGOS_L1_E_FEA_TBLTRACKINGPOST]],702,12990,58598,2026-06-09 14:13:49.069854+00:00,2026-06-30 09:41:50.353739+00:00,L1,FEA,,,TBLTRACKINGPOST,"[""dbt build --select +tbltrackingpost""]","{""threads"": 2, ""target_name"": ""default""}"
669409,AGOS_L1_O_CON_PLPART [[AGOS_L1_O_CON_PLPART]],702,12990,58598,2026-06-09 14:13:49.253028+00:00,2026-07-24 12:58:00.309174+00:00,L1,OCS,XCO,,PLPART,"[""dbt build --select +plpart""]","{""threads"": 2, ""target_name"": ""default""}"
669410,AGOS_L1_O_CON_PLCHIDBT [[AGOS_L1_O_CON_PLCHIDBT]],702,12990,58598,2026-06-09 14:13:49.461418+00:00,2026-06-30 09:37:43.140076+00:00,L1,OCS,CON,,PLCHIDBT,"[""dbt build --select +plchidbt""]","{""threads"": 2, ""target_name"": ""default""}"
669411,AGOS_L1_O_VIG_CCBITINDD [[AGOS_L1_O_VIG_CCBITINDD]],702,12990,58598,2026-06-09 14:13:49.667851+00:00,2026-06-30 09:38:22.241400+00:00,L1,OCS,VIG,,CCBITINDD,"[""dbt build --select +ccbitindd""]","{""threads"": 2, ""target_name"": ""default""}"
669412,AGOS_L1_O_CON_PLPSFDDAT [[AGOS_L1_O_CON_PLPSFDDAT]],702,12990,58598,2026-06-09 14:13:49.874431+00:00,2026-07-24 12:59:09.851897+00:00,L1,OCS,XCO,,PLPSFDDAT,"[""dbt build --select +plpsfddat""]","{""threads"": 2, ""target_name"": ""default""}"
669413,AGOS_L1_O_CMN_OXSOFTCTD [[AGOS_L1_O_CMN_OXSOFTCTD]],702,12990,58598,2026-06-09 14:13:50.108495+00:00,2026-07-24 12:59:22.198342+00:00,L1,OCS,XCM,,OXSOFTCTD,"[""dbt build --select +oxsoftctd""]","{""threads"": 2, ""target_name"": ""default""}"
669414,AGOS_L1_O_CRE_CCCREEES [[AGOS_L1_O_CRE_CCCREEES]],702,12990,58598,2026-06-09 14:13:50.359110+00:00,2026-07-24 12:56:20.792813+00:00,L1,OCS,XCE,,CCCREEES,"[""dbt build --select +cccreees""]","{""threads"": 2, ""target_name"": ""default""}"
669415,AGOS_L1_O_ANA_CCRICDOC [[AGOS_L1_O_ANA_CCRICDOC]],702,12990,58598,2026-06-09 14:13:51.399728+00:00,2026-07-24 12:57:59.942795+00:00,L1,OCS,XAN,,CCRICDOC,"[""dbt build --select +ccricdoc""]","{""threads"": 2, ""target_name"": ""default""}"
669416,AGOS_L1_O_CNT_CGMOVLOGC [[AGOS_L1_O_CNT_CGMOVLOGC]],702,12990,58598,2026-06-09 14:13:51.676226+00:00,2026-06-30 09:34:27.318383+00:00,L1,OCS,CNT,,CGMOVLOGC,"[""dbt build --select +cgmovlogc""]","{""threads"": 2, ""target_name"": ""default""}"
669417,AGOS_L1_O_CMN_OXSOFTPV [[AGOS_L1_O_CMN_OXSOFTPV]],702,12990,58598,2026-06-09 14:13:51.889008+00:00,2026-06-30 09:36:06.397656+00:00,L1,OCS,CMN,,OXSOFTPV,"[""dbt build --select +oxsoftpv""]","{""threads"": 2, ""target_name"": ""default""}"
669418,AGOS_L1_O_CON_PLCHIPERCF [[AGOS_L1_O_CON_PLCHIPERCF]],702,12990,58598,2026-06-09 14:13:52.142036+00:00,2026-07-24 12:55:47.335794+00:00,L1,OCS,XCO,,PLCHIPERCF,"[""dbt build --select +plchipercf""]","{""threads"": 2, ""target_name"": ""default""}"
669419,AGOS_L1_O_SER_OXTBFQIQD [[AGOS_L1_O_SER_OXTBFQIQD]],702,12990,58598,2026-06-09 14:13:52.366842+00:00,2026-06-30 09:34:56.959505+00:00,L1,OCS,SER,,OXTBFQIQD,"[""dbt build --select +oxtbfqiqd""]","{""threads"": 2, ""target_name"": ""default""}"
669420,AGOS_L1_O_CQS_CQPSFDSCM [[AGOS_L1_O_CQS_CQPSFDSCM]],702,12990,58598,2026-06-09 14:13:52.562607+00:00,2026-06-30 09:41:56.684258+00:00,L1,OCS,CQS,,CQPSFDSCM,"[""dbt build --select +cqpsfdscm""]","{""threads"": 2, ""target_name"": ""default""}"
669421,AGOS_L1_E_PRIMEWEB_CARTE [[AGOS_L1_E_PRIMEWEB_CARTE]],702,12990,58598,2026-06-09 14:13:52.776681+00:00,2026-06-30 09:39:27.884239+00:00,L1,PRIMEWEB,,,CARTE,"[""dbt build --select +carte""]","{""threads"": 2, ""target_name"": ""default""}"
669422,AGOS_L1_O_ANA_CCAMMXNS [[AGOS_L1_O_ANA_CCAMMXNS]],702,12990,58598,2026-06-09 14:13:52.969988+00:00,2026-07-24 12:58:08.931570+00:00,L1,OCS,XAN,,CCAMMXNS,"[""dbt build --select +ccammxns""]","{""threads"": 2, ""target_name"": ""default""}"
669423,AGOS_L1_O_PRV_CCFATLOT [[AGOS_L1_O_PRV_CCFATLOT]],702,12990,58598,2026-06-09 14:13:53.155058+00:00,2026-07-24 12:59:42.508257+00:00,L1,OCS,XPR,,CCFATLOT,"[""dbt build --select +ccfatlot""]","{""threads"": 2, ""target_name"": ""default""}"
669424,AGOS_L1_O_SDS_OXDRFPDR [[AGOS_L1_O_SDS_OXDRFPDR]],702,12990,58598,2026-06-09 14:13:53.327946+00:00,2026-06-30 09:41:54.265833+00:00,L1,OCS,SDS,,OXDRFPDR,"[""dbt build --select +oxdrfpdr""]","{""threads"": 2, ""target_name"": ""default""}"
669425,AGOS_L1_O_VIG_CCBITGES [[AGOS_L1_O_VIG_CCBITGES]],702,12990,58598,2026-06-09 14:13:53.517186+00:00,2026-07-24 12:55:27.136420+00:00,L1,OCS,XVI,,CCBITGES,"[""dbt build --select +ccbitges""]","{""threads"": 2, ""target_name"": ""default""}"
669426,AGOS_L1_O_CNT_OXCTFTBTP [[AGOS_L1_O_CNT_OXCTFTBTP]],702,12990,58598,2026-06-09 14:13:53.714454+00:00,2026-07-24 12:55:58.631937+00:00,L1,OCS,XCN,,OXCTFTBTP,"[""dbt build --select +oxctftbtp""]","{""threads"": 2, ""target_name"": ""default""}"
669427,AGOS_L1_O_RIS_YQCRFTCV [[AGOS_L1_O_RIS_YQCRFTCV]],702,12990,58598,2026-06-09 14:13:53.976953+00:00,2026-07-24 12:58:39.489547+00:00,L1,OCS,XRI,,YQCRFTCV,"[""dbt build --select +yqcrftcv""]","{""threads"": 2, ""target_name"": ""default""}"
