id,name,account_id,project_id,environment_id,created_at,updated_at,layer,source,modulo,subject_area,model,execute_steps,settings
668656,AGOS_L1_O_CMN_CNREFREMLD [[AGOS_L1_O_CMN_CNREFREMLD]],702,12990,58598,2026-06-09 14:09:30.034081+00:00,2026-06-30 09:35:44.960105+00:00,L1,OCS,CMN,,CNREFREMLD,"[""dbt build --select +cnrefremld""]","{""threads"": 2, ""target_name"": ""default""}"
668657,AGOS_L1_O_CAR_CRAUTINT [[AGOS_L1_O_CAR_CRAUTINT]],702,12990,58598,2026-06-09 14:09:30.240374+00:00,2026-07-24 12:55:40.698045+00:00,L1,OCS,XCA,,CRAUTINT,"[""dbt build --select +crautint""]","{""threads"": 2, ""target_name"": ""default""}"
668658,AGOS_L1_O_CNT_CCPDC [[AGOS_L1_O_CNT_CCPDC]],702,12990,58598,2026-06-09 14:09:30.472718+00:00,2026-06-30 09:42:10.436867+00:00,L1,OCS,CNT,,CCPDC,"[""dbt build --select +ccpdc""]","{""threads"": 2, ""target_name"": ""default""}"
668659,AGOS_L1_O_TRS_CCBIRTIPIN [[AGOS_L1_O_TRS_CCBIRTIPIN]],702,12990,58598,2026-06-09 14:09:30.664524+00:00,2026-06-30 09:42:35.026425+00:00,L1,OCS,TRS,,CCBIRTIPIN,"[""dbt build --select +ccbirtipin""]","{""threads"": 2, ""target_name"": ""default""}"
668660,AGOS_L1_O_CMN_CNSLFLOGER [[AGOS_L1_O_CMN_CNSLFLOGER]],702,12990,58598,2026-06-09 14:09:30.894426+00:00,2026-07-24 12:56:19.024160+00:00,L1,OCS,XCM,,CNSLFLOGER,"[""dbt build --select +cnslfloger""]","{""threads"": 2, ""target_name"": ""default""}"
668661,AGOS_L1_O_FMP_OXTRFPTR [[AGOS_L1_O_FMP_OXTRFPTR]],702,12990,58598,2026-06-09 14:09:31.136517+00:00,2026-07-24 12:58:25.293713+00:00,L1,OCS,XFM,,OXTRFPTR,"[""dbt build --select +oxtrfptr""]","{""threads"": 2, ""target_name"": ""default""}"
668662,AGOS_L1_O_CMN_CNTBFLESZ [[AGOS_L1_O_CMN_CNTBFLESZ]],702,12990,58598,2026-06-09 14:09:31.288752+00:00,2026-07-24 12:59:35.716926+00:00,L1,OCS,XCM,,CNTBFLESZ,"[""dbt build --select +cntbflesz""]","{""threads"": 2, ""target_name"": ""default""}"
668663,AGOS_L1_O_RIS_YQCTPTTG [[AGOS_L1_O_RIS_YQCTPTTG]],702,12990,58598,2026-06-09 14:09:31.494253+00:00,2026-07-24 12:56:27.139604+00:00,L1,OCS,XRI,,YQCTPTTG,"[""dbt build --select +yqctpttg""]","{""threads"": 2, ""target_name"": ""default""}"
668664,AGOS_L1_O_CNT_CCCPTBLE [[AGOS_L1_O_CNT_CCCPTBLE]],702,12990,58598,2026-06-09 14:09:31.657837+00:00,2026-07-24 12:58:13.775753+00:00,L1,OCS,XCN,,CCCPTBLE,"[""dbt build --select +cccptble""]","{""threads"": 2, ""target_name"": ""default""}"
668665,AGOS_L1_O_PRV_CCRAMTBC [[AGOS_L1_O_PRV_CCRAMTBC]],702,12990,58598,2026-06-09 14:09:32.643559+00:00,2026-07-24 12:57:28.122658+00:00,L1,OCS,XPR,,CCRAMTBC,"[""dbt build --select +ccramtbc""]","{""threads"": 2, ""target_name"": ""default""}"
668666,AGOS_L1_O_FMP_OXANFDIS [[AGOS_L1_O_FMP_OXANFDIS]],702,12990,58598,2026-06-09 14:09:32.867940+00:00,2026-06-30 09:37:04.122260+00:00,L1,OCS,FMP,,OXANFDIS,"[""dbt build --select +oxanfdis""]","{""threads"": 2, ""target_name"": ""default""}"
668667,AGOS_L1_O_BAN_CCNEWCAB [[AGOS_L1_O_BAN_CCNEWCAB]],702,12990,58598,2026-06-09 14:09:33.182896+00:00,2026-06-30 09:41:24.478271+00:00,L1,OCS,BAN,,CCNEWCAB,"[""dbt build --select +ccnewcab""]","{""threads"": 2, ""target_name"": ""default""}"
668668,AGOS_L1_O_FMP_OXSTFTASR [[AGOS_L1_O_FMP_OXSTFTASR]],702,12990,58598,2026-06-09 14:09:33.539926+00:00,2026-07-24 12:55:49.354602+00:00,L1,OCS,XFM,,OXSTFTASR,"[""dbt build --select +oxstftasr""]","{""threads"": 2, ""target_name"": ""default""}"
668669,AGOS_L1_O_RIS_YQCTPTTD [[AGOS_L1_O_RIS_YQCTPTTD]],702,12990,58598,2026-06-09 14:09:33.926674+00:00,2026-06-30 09:42:52.606728+00:00,L1,OCS,RIS,,YQCTPTTD,"[""dbt build --select +yqctpttd""]","{""threads"": 2, ""target_name"": ""default""}"
668670,AGOS_L1_O_RIS_YQCTPEAA [[AGOS_L1_O_RIS_YQCTPEAA]],702,12990,58598,2026-06-09 14:09:34.292883+00:00,2026-06-30 09:36:56.119836+00:00,L1,OCS,RIS,,YQCTPEAA,"[""dbt build --select +yqctpeaa""]","{""threads"": 2, ""target_name"": ""default""}"
668671,AGOS_L1_E_FEA_TBLPREVBENEGAR [[AGOS_L1_E_FEA_TBLPREVBENEGAR]],702,12990,58598,2026-06-09 14:09:35.512242+00:00,2026-06-30 09:37:21.739966+00:00,L1,FEA,,,TBLPREVBENEGAR,"[""dbt build --select +tblprevbenegar""]","{""threads"": 2, ""target_name"": ""default""}"
668672,AGOS_L1_O_ANA_CCAMMXCS [[AGOS_L1_O_ANA_CCAMMXCS]],702,12990,58598,2026-06-09 14:09:35.860134+00:00,2026-07-24 12:57:32.864592+00:00,L1,OCS,XAN,,CCAMMXCS,"[""dbt build --select +ccammxcs""]","{""threads"": 2, ""target_name"": ""default""}"
668673,AGOS_L1_O_CAR_CACAFSCA [[AGOS_L1_O_CAR_CACAFSCA]],702,12990,58598,2026-06-09 14:09:36.049056+00:00,2026-07-24 12:55:30.045320+00:00,L1,OCS,XCA,,CACAFSCA,"[""dbt build --select +cacafsca""]","{""threads"": 2, ""target_name"": ""default""}"
668674,AGOS_L1_O_ANA_CCAMMTCL [[AGOS_L1_O_ANA_CCAMMTCL]],702,12990,58598,2026-06-09 14:09:36.242527+00:00,2026-06-30 09:41:40.586037+00:00,L1,OCS,ANA,,CCAMMTCL,"[""dbt build --select +ccammtcl""]","{""threads"": 2, ""target_name"": ""default""}"
668675,AGOS_L1_O_REC_RE2TABNOT [[AGOS_L1_O_REC_RE2TABNOT]],702,12990,58598,2026-06-09 14:09:36.498852+00:00,2026-06-30 09:41:11.007258+00:00,L1,OCS,REC,,RE2TABNOT,"[""dbt build --select +re2tabnot""]","{""threads"": 2, ""target_name"": ""default""}"
668676,AGOS_L1_O_ANT_CCRICA [[AGOS_L1_O_ANT_CCRICA]],702,12990,58598,2026-06-09 14:09:36.764939+00:00,2026-06-30 09:42:21.288237+00:00,L1,OCS,ANT,,CCRICA,"[""dbt build --select +ccrica""]","{""threads"": 2, ""target_name"": ""default""}"
668677,AGOS_L1_O_CAR_CRECCMRIS [[AGOS_L1_O_CAR_CRECCMRIS]],702,12990,58598,2026-06-09 14:09:37.048323+00:00,2026-07-24 12:57:19.028073+00:00,L1,OCS,XCA,,CRECCMRIS,"[""dbt build --select +creccmris""]","{""threads"": 2, ""target_name"": ""default""}"
668678,AGOS_L1_O_CMN_CNGSFDPS [[AGOS_L1_O_CMN_CNGSFDPS]],702,12990,58598,2026-06-09 14:09:37.325341+00:00,2026-07-24 12:56:08.815381+00:00,L1,OCS,XCM,,CNGSFDPS,"[""dbt build --select +cngsfdps""]","{""threads"": 2, ""target_name"": ""default""}"
668679,AGOS_L1_O_INC_ICMAFLET [[AGOS_L1_O_INC_ICMAFLET]],702,12990,58598,2026-06-09 14:09:37.530418+00:00,2026-07-24 12:58:47.820726+00:00,L1,OCS,XIC,,ICMAFLET,"[""dbt build --select +icmaflet""]","{""threads"": 2, ""target_name"": ""default""}"
668680,AGOS_L1_O_PRV_CCRAMAOB [[AGOS_L1_O_PRV_CCRAMAOB]],702,12990,58598,2026-06-09 14:09:37.780141+00:00,2026-07-24 12:58:26.688066+00:00,L1,OCS,XPR,,CCRAMAOB,"[""dbt build --select +ccramaob""]","{""threads"": 2, ""target_name"": ""default""}"
668681,AGOS_L1_E_SAP_ZODALIST [[AGOS_L1_E_SAP_ZODALIST]],702,12990,58598,2026-06-09 14:09:37.988583+00:00,2026-06-30 09:35:08.962398+00:00,L1,SAP,,,ZODALIST,"[""dbt build --select +zodalist""]","{""threads"": 2, ""target_name"": ""default""}"
668682,AGOS_L1_O_ANA_CCANALCF [[AGOS_L1_O_ANA_CCANALCF]],702,12990,58598,2026-06-09 14:09:38.211299+00:00,2026-06-30 09:38:16.561567+00:00,L1,OCS,ANA,,CCANALCF,"[""dbt build --select +ccanalcf""]","{""threads"": 2, ""target_name"": ""default""}"
668683,AGOS_L2_PRODOTTO_CONSUMO [[AGOS_L2_PRODOTTO_CONSUMO]],702,12990,58598,2026-06-09 14:09:38.539609+00:00,2026-06-30 09:41:36.547502+00:00,L2,,,PRODOTTO,CONSUMO,"[""dbt build --select consumo""]","{""threads"": 2, ""target_name"": ""default""}"
668684,AGOS_L1_O_ANA_CCANVYSA [[AGOS_L1_O_ANA_CCANVYSA]],702,12990,58598,2026-06-09 14:09:38.826022+00:00,2026-06-30 09:39:54.331611+00:00,L1,OCS,ANA,,CCANVYSA,"[""dbt build --select +ccanvysa""]","{""threads"": 2, ""target_name"": ""default""}"
668685,AGOS_L1_O_CMN_OXSOFTQID [[AGOS_L1_O_CMN_OXSOFTQID]],702,12990,58598,2026-06-09 14:09:39.078007+00:00,2026-06-30 09:37:44.244981+00:00,L1,OCS,CMN,,OXSOFTQID,"[""dbt build --select +oxsoftqid""]","{""threads"": 2, ""target_name"": ""default""}"
668686,AGOS_L1_O_CAR_CCPSVDFID [[AGOS_L1_O_CAR_CCPSVDFID]],702,12990,58598,2026-06-09 14:09:39.323032+00:00,2026-07-24 12:58:09.162651+00:00,L1,OCS,XCA,,CCPSVDFID,"[""dbt build --select +ccpsvdfid""]","{""threads"": 2, ""target_name"": ""default""}"
668687,AGOS_L1_E_SFC_INIZIATIVA__C [[AGOS_L1_E_SFC_INIZIATIVA__C]],702,12990,58598,2026-06-09 14:09:39.492694+00:00,2026-06-30 09:35:55.952830+00:00,L1,SFC,,,INIZIATIVA__C,"[""dbt build --select +iniziativa__c""]","{""threads"": 2, ""target_name"": ""default""}"
668688,AGOS_L1_O_FMP_OXCTFPAFD [[AGOS_L1_O_FMP_OXCTFPAFD]],702,12990,58598,2026-06-09 14:09:40.554884+00:00,2026-06-30 09:37:27.900526+00:00,L1,OCS,FMP,,OXCTFPAFD,"[""dbt build --select +oxctfpafd""]","{""threads"": 2, ""target_name"": ""default""}"
668689,AGOS_L1_O_VIG_CCBIFFEC [[AGOS_L1_O_VIG_CCBIFFEC]],702,12990,58598,2026-06-09 14:09:40.773623+00:00,2026-06-30 09:35:52.881884+00:00,L1,OCS,VIG,,CCBIFFEC,"[""dbt build --select +ccbiffec""]","{""threads"": 2, ""target_name"": ""default""}"
668690,AGOS_L1_O_CON_PLPRATCOST [[AGOS_L1_O_CON_PLPRATCOST]],702,12990,58598,2026-06-09 14:09:40.962647+00:00,2026-07-24 12:57:17.746039+00:00,L1,OCS,XCO,,PLPRATCOST,"[""dbt build --select +plpratcost""]","{""threads"": 2, ""target_name"": ""default""}"
668691,AGOS_L1_O_CAR_CACSFCES [[AGOS_L1_O_CAR_CACSFCES]],702,12990,58598,2026-06-09 14:09:41.279459+00:00,2026-07-24 12:55:08.379424+00:00,L1,OCS,XCA,,CACSFCES,"[""dbt build --select +cacsfces""]","{""threads"": 2, ""target_name"": ""default""}"
668692,AGOS_L1_O_RIS_YQCTPTTS [[AGOS_L1_O_RIS_YQCTPTTS]],702,12990,58598,2026-06-09 14:09:41.597367+00:00,2026-07-24 12:55:21.808800+00:00,L1,OCS,XRI,,YQCTPTTS,"[""dbt build --select +yqctptts""]","{""threads"": 2, ""target_name"": ""default""}"
668693,AGOS_L1_O_CNT_BADCIDCT [[AGOS_L1_O_CNT_BADCIDCT]],702,12990,58598,2026-06-09 14:09:41.865486+00:00,2026-06-30 09:41:11.251608+00:00,L1,OCS,CNT,,BADCIDCT,"[""dbt build --select +badcidct""]","{""threads"": 2, ""target_name"": ""default""}"
668694,AGOS_L1_O_FMP_OXPPFVEL [[AGOS_L1_O_FMP_OXPPFVEL]],702,12990,58598,2026-06-09 14:09:42.158762+00:00,2026-07-24 12:56:12.477433+00:00,L1,OCS,XFM,,OXPPFVEL,"[""dbt build --select +oxppfvel""]","{""threads"": 2, ""target_name"": ""default""}"
668695,AGOS_L1_O_CRE_CCCRETQC [[AGOS_L1_O_CRE_CCCRETQC]],702,12990,58598,2026-06-09 14:09:42.477589+00:00,2026-07-24 12:59:49.649317+00:00,L1,OCS,XCE,,CCCRETQC,"[""dbt build --select +cccretqc""]","{""threads"": 2, ""target_name"": ""default""}"
668696,AGOS_L1_O_CMN_CNTCFLFIT [[AGOS_L1_O_CMN_CNTCFLFIT]],702,12990,58598,2026-06-09 14:09:42.799093+00:00,2026-07-24 12:58:22.388571+00:00,L1,OCS,XCM,,CNTCFLFIT,"[""dbt build --select +cntcflfit""]","{""threads"": 2, ""target_name"": ""default""}"
668697,AGOS_L2_RISCHI_ADEMPIMENTI_LEGAME_CARTOLARIZZAZIONI [[AGOS_L2_RISCHI_ADEMPIMENTI_LEGAME_CARTOLARIZZAZIONI]],702,12990,58598,2026-06-09 14:09:44.143856+00:00,2026-06-30 09:35:05.055176+00:00,L2,,,RISCHI_ADEMPIMENTI,LEGAME_CARTOLARIZZAZIONI,"[""dbt build --select legame_cartolarizzazioni""]","{""threads"": 2, ""target_name"": ""default""}"
668698,AGOS_L1_O_REC_REOIFSTIN [[AGOS_L1_O_REC_REOIFSTIN]],702,12990,58598,2026-06-09 14:09:44.433273+00:00,2026-06-30 09:40:12.703912+00:00,L1,OCS,REC,,REOIFSTIN,"[""dbt build --select +reoifstin""]","{""threads"": 2, ""target_name"": ""default""}"
668699,AGOS_L1_O_CMN_CCPTELESAN [[AGOS_L1_O_CMN_CCPTELESAN]],702,12990,58598,2026-06-09 14:09:45.547411+00:00,2026-07-24 12:55:31.857267+00:00,L1,OCS,XCM,,CCPTELESAN,"[""dbt build --select +ccptelesan""]","{""threads"": 2, ""target_name"": ""default""}"
668700,AGOS_L1_O_FMP_CNNOFTTT [[AGOS_L1_O_FMP_CNNOFTTT]],702,12990,58598,2026-06-09 14:09:45.912093+00:00,2026-07-24 12:57:33.067618+00:00,L1,OCS,XFM,,CNNOFTTT,"[""dbt build --select +cnnofttt""]","{""threads"": 2, ""target_name"": ""default""}"
668701,AGOS_L1_O_PRV_CCRAMARL [[AGOS_L1_O_PRV_CCRAMARL]],702,12990,58598,2026-06-09 14:09:46.224010+00:00,2026-06-30 09:33:30.979834+00:00,L1,OCS,PRV,,CCRAMARL,"[""dbt build --select +ccramarl""]","{""threads"": 2, ""target_name"": ""default""}"
668702,AGOS_L1_O_CAR_CRTABCMPAU [[AGOS_L1_O_CAR_CRTABCMPAU]],702,12990,58598,2026-06-09 14:09:46.591100+00:00,2026-06-30 09:33:11.365537+00:00,L1,OCS,CAR,,CRTABCMPAU,"[""dbt build --select +crtabcmpau""]","{""threads"": 2, ""target_name"": ""default""}"
668703,AGOS_L1_O_SER_OXSRFQISQ [[AGOS_L1_O_SER_OXSRFQISQ]],702,12990,58598,2026-06-09 14:09:46.875078+00:00,2026-06-30 09:33:23.872324+00:00,L1,OCS,SER,,OXSRFQISQ,"[""dbt build --select +oxsrfqisq""]","{""threads"": 2, ""target_name"": ""default""}"
668704,AGOS_L1_E_BSN_FIN_ATT [[AGOS_L1_E_BSN_FIN_ATT]],702,12990,58598,2026-06-09 14:09:47.152347+00:00,2026-06-30 09:38:53.040343+00:00,L1,BSN,,,FIN_ATT,"[""dbt build --select +fin_att""]","{""threads"": 2, ""target_name"": ""default""}"
668705,AGOS_L1_O_SDS_CCEXFDFGSA [[AGOS_L1_O_SDS_CCEXFDFGSA]],702,12990,58598,2026-06-09 14:09:47.423175+00:00,2026-06-30 09:33:39.059531+00:00,L1,OCS,SDS,,CCEXFDFGSA,"[""dbt build --select +ccexfdfgsa""]","{""threads"": 2, ""target_name"": ""default""}"
668706,AGOS_L1_O_VIG_CCBITULOGE [[AGOS_L1_O_VIG_CCBITULOGE]],702,12990,58598,2026-06-09 14:09:47.714658+00:00,2026-07-24 12:56:55.161702+00:00,L1,OCS,XVI,,CCBITULOGE,"[""dbt build --select +ccbituloge""]","{""threads"": 2, ""target_name"": ""default""}"
668707,AGOS_L1_O_REC_RETAFOPAZ [[AGOS_L1_O_REC_RETAFOPAZ]],702,12990,58598,2026-06-09 14:09:48.015801+00:00,2026-06-30 09:34:50.203232+00:00,L1,OCS,REC,,RETAFOPAZ,"[""dbt build --select +retafopaz""]","{""threads"": 2, ""target_name"": ""default""}"
668708,AGOS_L1_O_CMN_CNGSFGWEL [[AGOS_L1_O_CMN_CNGSFGWEL]],702,12990,58598,2026-06-09 14:09:48.562751+00:00,2026-07-24 12:57:04.232967+00:00,L1,OCS,XCM,,CNGSFGWEL,"[""dbt build --select +cngsfgwel""]","{""threads"": 2, ""target_name"": ""default""}"
668709,AGOS_L1_O_VIG_VIESFTBPSV [[AGOS_L1_O_VIG_VIESFTBPSV]],702,12990,58598,2026-06-09 14:09:48.854852+00:00,2026-07-24 12:56:03.943810+00:00,L1,OCS,XVI,,VIESFTBPSV,"[""dbt build --select +viesftbpsv""]","{""threads"": 2, ""target_name"": ""default""}"
668710,AGOS_L1_O_CMN_CNGSFGAST [[AGOS_L1_O_CMN_CNGSFGAST]],702,12990,58598,2026-06-09 14:09:49.202261+00:00,2026-06-30 09:43:09.120408+00:00,L1,OCS,CMN,,CNGSFGAST,"[""dbt build --select +cngsfgast""]","{""threads"": 2, ""target_name"": ""default""}"
668711,AGOS_L1_O_CMN_CNGSFQRIQ [[AGOS_L1_O_CMN_CNGSFQRIQ]],702,12990,58598,2026-06-09 14:09:49.534075+00:00,2026-07-24 12:59:22.685325+00:00,L1,OCS,XCM,,CNGSFQRIQ,"[""dbt build --select +cngsfqriq""]","{""threads"": 2, ""target_name"": ""default""}"
668712,AGOS_L1_O_CMN_CNLRFTATE [[AGOS_L1_O_CMN_CNLRFTATE]],702,12990,58598,2026-06-09 14:09:50.715270+00:00,2026-06-30 09:42:49.886216+00:00,L1,OCS,CMN,,CNLRFTATE,"[""dbt build --select +cnlrftate""]","{""threads"": 2, ""target_name"": ""default""}"
668713,AGOS_L1_O_ANA_CCAMMXIE [[AGOS_L1_O_ANA_CCAMMXIE]],702,12990,58598,2026-06-09 14:09:50.996373+00:00,2026-07-24 12:55:55.140789+00:00,L1,OCS,XAN,,CCAMMXIE,"[""dbt build --select +ccammxie""]","{""threads"": 2, ""target_name"": ""default""}"
668714,AGOS_L1_E_FEA_TBLQUESTIONARI [[AGOS_L1_E_FEA_TBLQUESTIONARI]],702,12990,58598,2026-06-09 14:09:51.296410+00:00,2026-06-30 09:35:05.274309+00:00,L1,FEA,,,TBLQUESTIONARI,"[""dbt build --select +tblquestionari""]","{""threads"": 2, ""target_name"": ""default""}"
668715,AGOS_L1_O_REC_RE2TABTPS [[AGOS_L1_O_REC_RE2TABTPS]],702,12990,58598,2026-06-09 14:09:51.623754+00:00,2026-06-30 09:38:06.857768+00:00,L1,OCS,REC,,RE2TABTPS,"[""dbt build --select +re2tabtps""]","{""threads"": 2, ""target_name"": ""default""}"
668716,AGOS_L1_O_ANA_CCANAFCD [[AGOS_L1_O_ANA_CCANAFCD]],702,12990,58598,2026-06-09 14:09:52.006066+00:00,2026-06-30 09:42:22.181002+00:00,L1,OCS,ANA,,CCANAFCD,"[""dbt build --select +ccanafcd""]","{""threads"": 2, ""target_name"": ""default""}"
668717,AGOS_L1_O_CMN_CNTTFPRA [[AGOS_L1_O_CMN_CNTTFPRA]],702,12990,58598,2026-06-09 14:09:55.069428+00:00,2026-06-30 09:33:55.367267+00:00,L1,OCS,CMN,,CNTTFPRA,"[""dbt build --select +cnttfpra""]","{""threads"": 2, ""target_name"": ""default""}"
668718,AGOS_L1_O_WFL_WFTBFAUW [[AGOS_L1_O_WFL_WFTBFAUW]],702,12990,58598,2026-06-09 14:09:55.343630+00:00,2026-06-30 09:39:48.139432+00:00,L1,OCS,WFL,,WFTBFAUW,"[""dbt build --select +wftbfauw""]","{""threads"": 2, ""target_name"": ""default""}"
668719,AGOS_L1_O_TRS_CCBIRDEST [[AGOS_L1_O_TRS_CCBIRDEST]],702,12990,58598,2026-06-09 14:09:55.672400+00:00,2026-06-30 09:36:14.651634+00:00,L1,OCS,TRS,,CCBIRDEST,"[""dbt build --select +ccbirdest""]","{""threads"": 2, ""target_name"": ""default""}"
668720,AGOS_L1_O_PRV_CCRAMTGS [[AGOS_L1_O_PRV_CCRAMTGS]],702,12990,58598,2026-06-09 14:09:55.982161+00:00,2026-07-24 12:59:44.464484+00:00,L1,OCS,XPR,,CCRAMTGS,"[""dbt build --select +ccramtgs""]","{""threads"": 2, ""target_name"": ""default""}"
668721,AGOS_L1_O_FMP_OXDOFTCV [[AGOS_L1_O_FMP_OXDOFTCV]],702,12990,58598,2026-06-09 14:09:56.278795+00:00,2026-07-24 12:59:32.789752+00:00,L1,OCS,XFM,,OXDOFTCV,"[""dbt build --select +oxdoftcv""]","{""threads"": 2, ""target_name"": ""default""}"
668722,AGOS_L1_O_REC_RETAFAT [[AGOS_L1_O_REC_RETAFAT]],702,12990,58598,2026-06-09 14:09:56.551679+00:00,2026-06-30 09:39:38.862707+00:00,L1,OCS,REC,,RETAFAT,"[""dbt build --select +retafat""]","{""threads"": 2, ""target_name"": ""default""}"
668723,AGOS_L1_O_PRV_CCPRVDBS [[AGOS_L1_O_PRV_CCPRVDBS]],702,12990,58598,2026-06-09 14:09:56.850716+00:00,2026-07-24 12:57:45.875415+00:00,L1,OCS,XPR,,CCPRVDBS,"[""dbt build --select +ccprvdbs""]","{""threads"": 2, ""target_name"": ""default""}"
668724,AGOS_L1_O_VIG_CCBITGMED [[AGOS_L1_O_VIG_CCBITGMED]],702,12990,58598,2026-06-09 14:09:57.117942+00:00,2026-06-30 09:36:59.655570+00:00,L1,OCS,VIG,,CCBITGMED,"[""dbt build --select +ccbitgmed""]","{""threads"": 2, ""target_name"": ""default""}"
668725,AGOS_L1_O_CQS_QSINCAINDR [[AGOS_L1_O_CQS_QSINCAINDR]],702,12990,58598,2026-06-09 14:09:57.432294+00:00,2026-06-30 09:40:21.352472+00:00,L1,OCS,CQS,,QSINCAINDR,"[""dbt build --select +qsincaindr""]","{""threads"": 2, ""target_name"": ""default""}"
668726,AGOS_L1_O_FMP_OXPSFDPAG [[AGOS_L1_O_FMP_OXPSFDPAG]],702,12990,58598,2026-06-09 14:09:57.763320+00:00,2026-07-24 12:58:59.482179+00:00,L1,OCS,XFM,,OXPSFDPAG,"[""dbt build --select +oxpsfdpag""]","{""threads"": 2, ""target_name"": ""default""}"
668727,AGOS_L1_O_RIS_YQCTPEIN [[AGOS_L1_O_RIS_YQCTPEIN]],702,12990,58598,2026-06-09 14:09:58.044937+00:00,2026-07-24 12:59:11.184706+00:00,L1,OCS,XRI,,YQCTPEIN,"[""dbt build --select +yqctpein""]","{""threads"": 2, ""target_name"": ""default""}"
668728,AGOS_L1_O_CQS_CQPSFDSUB [[AGOS_L1_O_CQS_CQPSFDSUB]],702,12990,58598,2026-06-09 14:09:58.361485+00:00,2026-06-30 09:37:53.662028+00:00,L1,OCS,CQS,,CQPSFDSUB,"[""dbt build --select +cqpsfdsub""]","{""threads"": 2, ""target_name"": ""default""}"
668729,AGOS_L1_O_SER_OXSRFNUME [[AGOS_L1_O_SER_OXSRFNUME]],702,12990,58598,2026-06-09 14:09:59.497539+00:00,2026-07-24 12:58:36.354646+00:00,L1,OCS,XSE,,OXSRFNUME,"[""dbt build --select +oxsrfnume""]","{""threads"": 2, ""target_name"": ""default""}"
668730,AGOS_L1_O_VIG_CCBITBCTR [[AGOS_L1_O_VIG_CCBITBCTR]],702,12990,58598,2026-06-09 14:09:59.832862+00:00,2026-07-24 12:55:48.601136+00:00,L1,OCS,XVI,,CCBITBCTR,"[""dbt build --select +ccbitbctr""]","{""threads"": 2, ""target_name"": ""default""}"
668731,AGOS_L1_O_POS_SPCLFSTAQ [[AGOS_L1_O_POS_SPCLFSTAQ]],702,12990,58598,2026-06-09 14:10:00.253230+00:00,2026-06-30 09:35:14.895310+00:00,L1,OCS,POS,,SPCLFSTAQ,"[""dbt build --select +spclfstaq""]","{""threads"": 2, ""target_name"": ""default""}"
668732,AGOS_L1_O_CAR_CREMEPRIF [[AGOS_L1_O_CAR_CREMEPRIF]],702,12990,58598,2026-06-09 14:10:01.429321+00:00,2026-07-24 12:55:50.983500+00:00,L1,OCS,XCA,,CREMEPRIF,"[""dbt build --select +cremeprif""]","{""threads"": 2, ""target_name"": ""default""}"
668733,AGOS_L1_O_RVD_RDTAFCNI [[AGOS_L1_O_RVD_RDTAFCNI]],702,12990,58598,2026-06-09 14:10:01.830405+00:00,2026-07-24 12:55:35.299003+00:00,L1,OCS,XRV,,RDTAFCNI,"[""dbt build --select +rdtafcni""]","{""threads"": 2, ""target_name"": ""default""}"
668734,AGOS_L1_O_WFL_WFTBFAG [[AGOS_L1_O_WFL_WFTBFAG]],702,12990,58598,2026-06-09 14:10:03.093641+00:00,2026-06-30 09:42:08.977708+00:00,L1,OCS,WFL,,WFTBFAG,"[""dbt build --select +wftbfag""]","{""threads"": 2, ""target_name"": ""default""}"
668735,AGOS_L1_O_PRV_CCRAMDTL [[AGOS_L1_O_PRV_CCRAMDTL]],702,12990,58598,2026-06-09 14:10:03.454826+00:00,2026-06-30 09:42:58.343030+00:00,L1,OCS,PRV,,CCRAMDTL,"[""dbt build --select +ccramdtl""]","{""threads"": 2, ""target_name"": ""default""}"
668736,AGOS_L1_O_INT_CCINTIAC [[AGOS_L1_O_INT_CCINTIAC]],702,12990,58598,2026-06-09 14:10:03.836556+00:00,2026-07-24 12:56:49.900277+00:00,L1,OCS,XIN,,CCINTIAC,"[""dbt build --select +ccintiac""]","{""threads"": 2, ""target_name"": ""default""}"
668737,AGOS_L1_O_CNT_CCAIMA [[AGOS_L1_O_CNT_CCAIMA]],702,12990,58598,2026-06-09 14:10:04.217661+00:00,2026-06-30 09:36:49.810168+00:00,L1,OCS,CNT,,CCAIMA,"[""dbt build --select +ccaima""]","{""threads"": 2, ""target_name"": ""default""}"
668738,AGOS_L1_O_CMN_CNTLFLOGT [[AGOS_L1_O_CMN_CNTLFLOGT]],702,12990,58598,2026-06-09 14:10:04.754530+00:00,2026-06-30 09:34:44.647165+00:00,L1,OCS,CMN,,CNTLFLOGT,"[""dbt build --select +cntlflogt""]","{""threads"": 2, ""target_name"": ""default""}"
668739,AGOS_L1_O_CON_PLCHIESTCF [[AGOS_L1_O_CON_PLCHIESTCF]],702,12990,58598,2026-06-09 14:10:05.436180+00:00,2026-07-24 12:58:39.257318+00:00,L1,OCS,XCO,,PLCHIESTCF,"[""dbt build --select +plchiestcf""]","{""threads"": 2, ""target_name"": ""default""}"
668740,AGOS_L1_O_CON_PLCHSPERCF [[AGOS_L1_O_CON_PLCHSPERCF]],702,12990,58598,2026-06-09 14:10:06.741643+00:00,2026-06-30 09:42:25.479609+00:00,L1,OCS,CON,,PLCHSPERCF,"[""dbt build --select +plchspercf""]","{""threads"": 2, ""target_name"": ""default""}"
668741,AGOS_L1_O_CON_PLPSFDDTA [[AGOS_L1_O_CON_PLPSFDDTA]],702,12990,58598,2026-06-09 14:10:07.023347+00:00,2026-07-24 12:56:39.133989+00:00,L1,OCS,XCO,,PLPSFDDTA,"[""dbt build --select +plpsfddta""]","{""threads"": 2, ""target_name"": ""default""}"
